Date,Store,Store_Type,Store_Status,Promo,Promo2,School_Holiday,Customers,Sales
2023-07-19,5,supermarket,1,1,0,1,95,1270
2023-07-20,5,convenience,1,0,0,1,92,0
2023-07-21,5,convenience,1,0,0,1,87,31
2023-07-22,5,supermarket,1,0,0,1,113,74
2023-07-23,5,supermarket,1,1,0,1,78,1004
2023-07-24,5,supermarket,1,0,0,1,101,0
2023-07-25,5,convenience,1,0,0,1,76,0
2023-07-26,5,convenience,1,1,0,1,103,901
2023-07-27,5,supermarket,1,0,0,1,97,0
2023-07-28,5,supermarket,1,0,0,1,77,0
2023-07-29,5,supermarket,1,1,0,1,104,1346
2023-07-30,5,convenience,0,1,1,1,0,0
2023-07-31,5,convenience,0,0,1,1,0,0
2023-08-01,5,pharmacy,1,0,0,1,71,0
2023-08-02,5,convenience,1,1,0,1,68,731
2023-08-03,5,convenience,1,1,0,1,101,885
2023-08-04,5,convenience,1,0,0,1,99,13
2023-08-05,5,supermarket,1,1,0,1,96,1268
2023-08-06,5,convenience,1,0,0,1,98,0
2023-08-07,5,supermarket,1,0,0,1,83,0
2023-08-08,5,pharmacy,1,0,0,1,89,103
2023-08-09,5,pharmacy,1,0,1,1,83,81
2023-08-10,5,supermarket,1,0,0,1,91,34
2023-08-11,5,supermarket,1,0,1,1,87,0
2023-08-12,5,supermarket,1,0,1,1,104,127
2023-08-13,5,convenience,1,0,0,1,110,0
2023-08-14,5,pharmacy,1,0,0,1,77,0
2023-08-15,5,supermarket,1,1,0,1,97,1143
2023-08-16,5,convenience,0,1,0,1,0,0
2023-08-17,5,pharmacy,1,0,0,1,104,121
2023-08-18,5,convenience,1,1,0,1,86,791
2023-08-19,5,pharmacy,1,0,0,1,97,69
2023-08-20,5,convenience,1,0,1,1,71,0
2023-08-21,5,pharmacy,0,1,0,1,0,0
2023-08-22,5,pharmacy,1,0,0,1,73,142
2023-08-23,5,convenience,1,0,0,1,91,0
2023-08-24,5,supermarket,1,0,0,1,82,0
2023-08-25,5,pharmacy,1,0,0,1,96,0
2023-08-26,5,supermarket,1,0,0,1,103,92
2023-08-27,5,convenience,1,1,0,1,93,855
2023-08-28,5,supermarket,1,0,0,1,98,0
2023-08-29,5,supermarket,1,1,1,1,81,1008
2023-08-30,5,supermarket,1,1,0,1,116,1585
2023-08-31,5,supermarket,1,0,0,1,97,0
2023-09-01,5,supermarket,1,0,0,0,109,0
2023-09-02,5,pharmacy,1,0,0,0,102,0
2023-09-03,5,pharmacy,1,0,0,0,113,50
2023-09-04,5,pharmacy,1,0,1,0,116,108
2023-09-05,5,convenience,0,1,0,0,0,0
2023-09-06,5,supermarket,0,1,0,0,0,0
2023-09-07,5,pharmacy,1,0,0,0,99,0
2023-09-08,5,convenience,1,0,0,0,92,47
2023-09-09,5,pharmacy,1,0,1,0,82,245
2023-09-10,5,pharmacy,1,0,0,0,96,0
2023-09-11,5,supermarket,1,1,0,0,99,1229
2023-09-12,5,convenience,1,1,0,0,78,643
2023-09-13,5,supermarket,1,0,0,0,90,17
2023-09-14,5,supermarket,1,0,0,0,92,110
2023-09-15,5,pharmacy,1,0,0,0,100,59
2023-09-16,5,supermarket,1,0,1,0,115,0
2023-09-17,5,convenience,1,0,0,0,93,0
2023-09-18,5,supermarket,1,0,0,0,109,0
2023-09-19,5,supermarket,1,0,1,0,112,101
2023-09-20,5,supermarket,1,0,0,0,108,74
2023-09-21,5,pharmacy,1,0,0,0,100,0
2023-09-22,5,convenience,1,0,0,0,117,17
2023-09-23,5,pharmacy,1,0,0,0,70,0
2023-09-24,5,pharmacy,1,0,0,0,120,0
2023-09-25,5,pharmacy,1,0,1,0,96,81
2023-09-26,5,pharmacy,1,0,1,0,93,98
2023-09-27,5,pharmacy,1,1,0,0,89,1050
2023-09-28,5,convenience,1,0,0,0,107,0
2023-09-29,5,supermarket,1,0,0,0,101,46
2023-09-30,5,pharmacy,1,1,0,0,100,1022
2023-10-01,5,pharmacy,0,0,0,0,0,0
2023-10-02,5,convenience,1,1,0,0,111,997
2023-10-03,5,convenience,1,0,1,0,107,0
2023-10-04,5,supermarket,1,0,0,0,91,0
2023-10-05,5,convenience,1,0,0,0,87,67
2023-10-06,5,supermarket,1,0,0,0,101,0
2023-10-07,5,pharmacy,1,0,0,0,100,0
2023-10-08,5,pharmacy,1,0,0,0,95,0
2023-10-09,5,supermarket,1,1,0,0,94,1003
2023-10-10,5,convenience,1,0,0,0,95,16
2023-10-11,5,supermarket,1,0,0,0,102,28
2023-10-12,5,convenience,1,0,1,0,120,0
2023-10-13,5,pharmacy,1,1,0,0,94,926
2023-10-14,5,convenience,0,1,1,0,0,0
2023-10-15,5,supermarket,0,1,0,0,0,0
2023-10-16,5,supermarket,1,0,0,0,92,61
2023-10-17,5,pharmacy,0,0,1,0,0,0
2023-10-18,5,convenience,1,0,0,0,108,162
2023-10-19,5,convenience,1,0,1,0,99,43
2023-10-20,5,convenience,1,1,0,0,81,722
2023-10-21,5,pharmacy,1,1,0,0,98,1097
2023-10-22,5,convenience,1,0,0,0,107,0
2023-10-23,5,supermarket,1,0,0,0,84,0
2023-10-24,5,convenience,1,0,1,0,103,0
2023-10-25,5,pharmacy,1,0,0,0,93,0
2023-10-26,5,convenience,1,0,0,0,111,0
2023-10-27,5,convenience,1,0,0,0,102,0
2023-10-28,5,supermarket,1,1,0,0,107,1156
2023-10-29,5,convenience,1,0,0,0,94,0
2023-10-30,5,supermarket,1,1,0,0,91,1155
2023-10-31,5,supermarket,1,0,0,0,97,0
2023-11-01,5,pharmacy,1,0,0,0,93,0
2023-11-02,5,supermarket,1,0,0,0,98,38
2023-11-03,5,supermarket,1,0,0,0,106,82
2023-11-04,5,pharmacy,1,0,0,0,95,45
2023-11-05,5,supermarket,1,0,0,0,89,163
2023-11-06,5,pharmacy,1,0,0,0,117,3
2023-11-07,5,convenience,1,1,0,0,125,1144
2023-11-08,5,pharmacy,1,0,1,0,94,0
2023-11-09,5,supermarket,1,1,1,0,102,1034
2023-11-10,5,pharmacy,1,0,1,0,109,7
2023-11-11,5,supermarket,1,0,0,0,108,86
2023-11-12,5,convenience,1,0,1,0,95,0
2023-11-13,5,pharmacy,1,1,0,0,95,993
2023-11-14,5,convenience,1,0,0,0,80,96
2023-11-15,5,supermarket,1,0,0,0,84,0
2023-11-16,5,supermarket,1,0,0,0,119,0
2023-11-17,5,convenience,1,0,0,0,92,0
2023-11-18,5,pharmacy,1,1,0,0,102,1187
2023-11-19,5,pharmacy,1,0,0,0,96,0
2023-11-20,5,supermarket,1,0,0,0,107,0
2023-11-21,5,convenience,1,1,1,0,93,699
2023-11-22,5,convenience,1,0,0,0,100,47
2023-11-23,5,pharmacy,1,0,0,0,107,103
2023-11-24,5,pharmacy,1,0,0,0,104,0
2023-11-25,5,pharmacy,1,1,0,0,77,887
2023-11-26,5,convenience,1,1,0,0,105,904
2023-11-27,5,pharmacy,1,0,1,0,96,59
2023-11-28,5,pharmacy,1,1,0,0,103,1182
2023-11-29,5,supermarket,0,0,0,0,0,0
2023-11-30,5,pharmacy,1,0,0,0,85,0
2023-12-01,5,pharmacy,1,0,0,0,116,0
2023-12-02,5,convenience,0,0,1,0,0,0
2023-12-03,5,convenience,1,0,0,0,101,88
2023-12-04,5,supermarket,0,1,0,0,0,0
2023-12-05,5,pharmacy,1,0,0,0,103,134
2023-12-06,5,supermarket,1,1,1,0,81,1121
2023-12-07,5,convenience,1,0,0,0,99,69
2023-12-08,5,supermarket,1,0,0,0,102,0
2023-12-09,5,convenience,1,0,0,0,97,71
2023-12-10,5,supermarket,1,0,0,0,106,0
2023-12-11,5,supermarket,1,1,0,0,135,1560
2023-12-12,5,pharmacy,1,0,0,0,92,45
2023-12-13,5,supermarket,1,1,0,0,108,1338
2023-12-14,5,pharmacy,1,1,0,0,75,870
2023-12-15,5,pharmacy,1,0,1,0,101,65
2023-12-16,5,pharmacy,1,0,1,0,111,0
2023-12-17,5,pharmacy,1,0,0,0,105,0
2023-12-18,5,supermarket,1,0,0,0,103,208
2023-12-19,5,convenience,1,0,0,0,87,0
2023-12-20,5,convenience,1,0,0,0,108,0
2023-12-21,5,convenience,1,0,0,0,100,0
2023-12-22,5,supermarket,1,1,0,0,101,1227
2023-12-23,5,pharmacy,1,0,1,0,92,3
2023-12-24,5,convenience,1,0,1,0,97,0
2023-12-25,5,supermarket,1,0,0,0,84,149
2023-12-26,5,pharmacy,1,1,0,0,102,1187
2023-12-27,5,convenience,1,0,1,0,108,0
2023-12-28,5,pharmacy,1,0,0,0,101,207
2023-12-29,5,convenience,0,1,0,0,0,0
2023-12-30,5,convenience,1,1,0,0,112,996
2023-12-31,5,convenience,1,1,1,0,118,988
2021-01-01,6,pharmacy,1,0,0,0,115,37
2021-01-02,6,supermarket,0,1,0,0,0,0
2021-01-03,6,pharmacy,1,0,0,0,92,0
2021-01-04,6,convenience,1,1,0,0,109,1086
2021-01-05,6,pharmacy,0,0,0,0,0,0
2021-01-06,6,supermarket,1,1,0,0,89,1214
2021-01-07,6,pharmacy,1,1,0,0,84,1016
2021-01-08,6,supermarket,1,0,0,0,104,0
2021-01-09,6,supermarket,1,1,0,0,128,1641
2021-01-10,6,pharmacy,1,0,0,0,98,0
2021-01-11,6,convenience,1,0,0,0,101,62
2021-01-12,6,supermarket,1,0,0,0,112,52
2021-01-13,6,pharmacy,1,1,0,0,116,1224
2021-01-14,6,supermarket,1,0,0,0,99,0
2021-01-15,6,convenience,1,0,0,0,84,147
2021-01-16,6,pharmacy,1,0,0,0,92,41
2021-01-17,6,pharmacy,1,1,0,0,102,1124
2021-01-18,6,pharmacy,1,1,0,0,78,859
2021-01-19,6,convenience,1,0,0,0,100,97
2021-01-20,6,supermarket,1,0,0,0,106,218
2021-01-21,6,pharmacy,1,0,1,0,115,90
2021-01-22,6,supermarket,1,0,0,0,109,36
2021-01-23,6,supermarket,1,0,0,0,105,28
2021-01-24,6,convenience,1,0,0,0,107,36
2021-01-25,6,pharmacy,1,1,0,0,97,966
2021-01-26,6,supermarket,1,0,0,0,99,58
2021-01-27,6,pharmacy,1,0,0,0,104,0
2021-01-28,6,pharmacy,1,0,0,0,106,44
2021-01-29,6,convenience,1,0,0,0,102,0
2021-01-30,6,pharmacy,1,0,0,0,89,86
2021-01-31,6,pharmacy,1,0,0,0,108,38
2021-02-01,6,supermarket,1,1,0,0,98,1140
2021-02-02,6,convenience,1,0,0,0,93,0
2021-02-03,6,pharmacy,1,0,0,0,82,147
2021-02-04,6,supermarket,1,1,0,0,113,1347
2021-02-05,6,convenience,1,1,0,0,85,938
2021-02-06,6,convenience,1,1,0,0,118,938
2021-02-07,6,supermarket,0,1,0,0,0,0
2021-02-08,6,supermarket,1,1,0,0,109,1082
2021-02-09,6,supermarket,1,0,0,0,85,75
2021-02-10,6,supermarket,1,1,0,0,126,1595
2021-02-11,6,supermarket,1,0,0,0,106,0
2021-02-12,6,pharmacy,1,0,0,0,118,0
2021-02-13,6,pharmacy,1,0,0,0,85,0
2021-02-14,6,convenience,1,0,0,0,116,0
2021-02-15,6,pharmacy,1,0,0,0,94,0
2021-02-16,6,pharmacy,1,0,0,0,97,108
2021-02-17,6,pharmacy,1,0,0,0,84,0
2021-02-18,6,supermarket,1,1,0,0,95,950
2021-02-19,6,convenience,1,1,0,0,123,1081
2021-02-20,6,convenience,1,0,1,0,100,0
2021-02-21,6,convenience,1,1,0,0,102,787
2021-02-22,6,convenience,0,0,0,0,0,0
2021-02-23,6,pharmacy,1,1,0,0,111,1028
2021-02-24,6,pharmacy,0,0,0,0,0,0
2021-02-25,6,supermarket,1,0,0,0,111,0
2021-02-26,6,convenience,1,0,0,0,91,0
2021-02-27,6,pharmacy,1,0,0,0,120,0
2021-02-28,6,pharmacy,1,0,0,0,82,0
2021-03-01,6,supermarket,1,0,0,0,107,88
2021-03-02,6,supermarket,1,0,0,0,109,0
2021-03-03,6,supermarket,1,0,0,0,78,0
2021-03-04,6,pharmacy,1,0,0,0,104,0
2021-03-05,6,pharmacy,1,1,0,0,83,885
2021-03-06,6,supermarket,0,0,0,0,0,0
2021-03-07,6,convenience,0,0,0,0,0,0
2021-03-08,6,supermarket,1,0,0,0,102,97
2021-03-09,6,supermarket,1,1,0,0,94,1106
2021-03-10,6,supermarket,1,0,0,0,94,0
2021-03-11,6,supermarket,1,1,0,0,95,1187
2021-03-12,6,pharmacy,1,0,0,0,92,121
2021-03-13,6,convenience,1,0,0,0,97,90
2021-03-14,6,supermarket,1,0,0,0,113,31
2021-03-15,6,convenience,1,0,0,0,101,99
2021-03-16,6,convenience,1,0,0,0,89,17
2021-03-17,6,convenience,1,0,0,0,103,8
2021-03-18,6,supermarket,1,0,0,0,114,0
2021-03-19,6,pharmacy,1,1,0,0,99,1110
2021-03-20,6,supermarket,0,0,0,0,0,0
2021-03-21,6,convenience,1,0,0,0,94,0
2021-03-22,6,convenience,1,0,0,0,104,0
2021-03-23,6,pharmacy,1,0,0,0,108,0
2021-03-24,6,supermarket,1,0,0,0,111,0
2021-03-25,6,convenience,1,1,0,0,112,1076
2021-03-26,6,pharmacy,1,1,1,0,95,872
2021-03-27,6,convenience,1,0,0,0,96,68
2021-03-28,6,pharmacy,1,1,0,0,88,1068
2021-03-29,6,pharmacy,1,0,0,0,100,65
2021-03-30,6,supermarket,1,0,0,0,97,2
2021-03-31,6,convenience,1,0,0,0,95,53
2021-04-01,6,supermarket,1,0,0,0,120,0
2021-04-02,6,convenience,1,0,0,0,93,25
2021-04-03,6,supermarket,1,0,1,0,87,0
2021-04-04,6,convenience,1,0,0,0,127,89
2021-04-05,6,supermarket,1,1,0,0,107,1355
2021-04-06,6,pharmacy,1,0,0,0,108,0
2021-04-07,6,convenience,1,1,0,0,92,863
2021-04-08,6,convenience,1,0,0,0,98,39
2021-04-09,6,pharmacy,1,0,0,0,133,0
2021-04-10,6,supermarket,0,1,1,0,0,0
2021-04-11,6,convenience,1,0,0,0,115,51
2021-04-12,6,convenience,1,0,0,0,99,0
2021-04-13,6,supermarket,1,0,0,0,91,0
2021-04-14,6,pharmacy,1,0,0,0,102,22
2021-04-15,6,supermarket,1,0,0,0,98,148
2021-04-16,6,supermarket,1,0,0,0,98,0
2021-04-17,6,supermarket,1,1,0,0,96,1116
2021-04-18,6,convenience,1,0,0,0,103,0
2021-04-19,6,pharmacy,1,0,1,0,115,115
2021-04-20,6,pharmacy,1,0,0,0,100,87
2021-04-21,6,supermarket,1,0,0,0,95,0
2021-04-22,6,convenience,1,0,0,0,106,0
2021-04-23,6,supermarket,1,0,0,0,110,0
2021-04-24,6,convenience,1,0,0,0,108,0
2021-04-25,6,convenience,1,1,0,0,110,940
2021-04-26,6,convenience,1,0,0,0,100,0
2021-04-27,6,convenience,1,1,0,0,114,952
2021-04-28,6,pharmacy,1,0,0,0,103,111
2021-04-29,6,convenience,1,0,0,0,103,158
2021-04-30,6,convenience,1,0,0,0,90,0
2021-05-01,6,supermarket,1,1,0,0,96,1094
2021-05-02,6,supermarket,1,0,0,0,96,0
2021-05-03,6,pharmacy,1,1,0,0,88,999
2021-05-04,6,supermarket,1,1,0,0,90,1046
2021-05-05,6,convenience,0,1,0,0,0,0
2021-05-06,6,supermarket,1,0,0,0,87,165
2021-05-07,6,pharmacy,1,1,1,0,81,939
2021-05-08,6,supermarket,1,1,0,0,101,1114
2021-05-09,6,supermarket,1,0,0,0,88,150
2021-05-10,6,pharmacy,1,1,0,0,114,1139
2021-05-11,6,pharmacy,1,1,1,0,94,1095
2021-05-12,6,convenience,1,0,0,0,126,241
2021-05-13,6,supermarket,1,0,1,0,92,0
2021-05-14,6,convenience,1,0,0,0,83,0
2021-05-15,6,supermarket,1,0,0,0,100,16
2021-05-16,6,supermarket,1,0,0,0,99,222
2021-05-17,6,convenience,0,0,0,0,0,0
2021-05-18,6,supermarket,1,0,0,0,88,0
2021-05-19,6,supermarket,1,0,0,0,105,30
2021-05-20,6,supermarket,1,1,0,0,92,1196
2021-05-21,6,pharmacy,1,0,0,0,101,0
2021-05-22,6,convenience,1,1,0,0,93,723
2021-05-23,6,pharmacy,1,0,0,0,102,108
2021-05-24,6,convenience,1,1,0,0,89,851
2021-05-25,6,convenience,1,1,0,0,106,985
2021-05-26,6,supermarket,1,0,0,0,100,110
2021-05-27,6,convenience,1,0,0,0,97,0
2021-05-28,6,pharmacy,1,0,0,0,98,0
2021-05-29,6,pharmacy,1,1,0,0,112,1495
2021-05-30,6,pharmacy,1,1,1,0,107,1233
2021-05-31,6,convenience,0,0,0,0,0,0
2021-06-01,6,pharmacy,1,0,0,1,86,10
2021-06-02,6,convenience,1,0,0,1,85,0
2021-06-03,6,pharmacy,0,0,0,1,0,0
2021-06-04,6,pharmacy,1,1,0,1,84,1015
2021-06-05,6,convenience,1,0,1,1,88,0
2021-06-06,6,pharmacy,1,1,1,1,92,995
2021-06-07,6,supermarket,1,1,0,1,121,1481
2021-06-08,6,convenience,1,1,0,1,88,694
2021-06-09,6,convenience,1,0,1,1,97,0
2021-06-10,6,convenience,1,0,0,1,89,0
2021-06-11,6,supermarket,1,0,0,1,85,0
2021-06-12,6,convenience,1,1,0,1,82,760
2021-06-13,6,pharmacy,1,0,0,1,90,0
2021-06-14,6,pharmacy,1,0,1,1,87,0
2021-06-15,6,pharmacy,1,1,0,1,56,684
2021-06-16,6,convenience,1,0,0,1,99,294
2021-06-17,6,pharmacy,1,0,0,1,83,11
2021-06-18,6,convenience,1,0,0,1,100,67
2021-06-19,6,pharmacy,0,0,1,1,0,0
2021-06-20,6,supermarket,1,0,0,1,97,29
2021-06-21,6,supermarket,1,0,0,1,91,68
2021-06-22,6,supermarket,1,1,0,1,90,984
2021-06-23,6,supermarket,1,1,0,1,98,1140
2021-06-24,6,convenience,1,0,0,1,62,24
2021-06-25,6,pharmacy,1,1,0,1,90,893
2021-06-26,6,supermarket,1,0,1,1,94,43
2021-06-27,6,convenience,1,0,1,1,88,0
2021-06-28,6,supermarket,1,1,0,1,75,981
2021-06-29,6,supermarket,1,0,1,1,92,0
2021-06-30,6,convenience,1,0,1,1,79,69
2021-07-01,6,convenience,1,0,0,1,84,99
2021-07-02,6,pharmacy,1,0,0,1,87,140
2021-07-03,6,pharmacy,1,0,1,1,80,26
2021-07-04,6,supermarket,1,1,0,1,73,702
2021-07-05,6,supermarket,1,0,0,1,83,0
2021-07-06,6,pharmacy,1,1,0,1,77,720
2021-07-07,6,pharmacy,1,0,0,1,104,72
2021-07-08,6,convenience,0,0,1,1,0,0
2021-07-09,6,pharmacy,1,0,0,1,83,0
2021-07-10,6,pharmacy,1,0,1,1,82,0
2021-07-11,6,supermarket,1,1,0,1,80,996
2021-07-12,6,pharmacy,1,0,0,1,96,71
2021-07-13,6,supermarket,0,0,0,1,0,0
2021-07-14,6,pharmacy,1,0,0,1,83,80
2021-07-15,6,convenience,1,0,0,1,83,0
2021-07-16,6,pharmacy,1,0,0,1,87,102
2021-07-17,6,pharmacy,1,0,0,1,54,13
2021-07-18,6,pharmacy,1,0,0,1,99,75
2021-07-19,6,supermarket,1,0,0,1,86,0
2021-07-20,6,convenience,0,1,0,1,0,0
2021-07-21,6,pharmacy,1,0,0,1,94,66
2021-07-22,6,supermarket,1,1,0,1,121,1437
2021-07-23,6,convenience,1,0,0,1,83,120
2021-07-24,6,supermarket,1,0,0,1,80,42
2021-07-25,6,supermarket,1,0,0,1,103,295
2021-07-26,6,convenience,1,0,0,1,84,127
2021-07-27,6,pharmacy,1,0,0,1,100,0
2021-07-28,6,supermarket,1,0,0,1,74,0
2021-07-29,6,supermarket,1,0,0,1,83,0
2021-07-30,6,pharmacy,1,1,0,1,98,984
2021-07-31,6,pharmacy,0,1,1,1,0,0
2021-08-01,6,convenience,0,1,1,1,0,0
2021-08-02,6,convenience,1,0,0,1,99,31
2021-08-03,6,convenience,1,0,0,1,89,137
2021-08-04,6,pharmacy,0,0,0,1,0,0
2021-08-05,6,supermarket,1,0,0,1,87,0
2021-08-06,6,supermarket,1,0,0,1,100,83
2021-08-07,6,convenience,1,0,0,1,97,133
2021-08-08,6,pharmacy,1,0,0,1,87,0
2021-08-09,6,supermarket,1,1,0,1,119,1532
2021-08-10,6,convenience,1,1,0,1,81,806
2021-08-11,6,supermarket,1,0,0,1,92,0
2021-08-12,6,supermarket,1,0,1,1,84,0
2021-08-13,6,pharmacy,1,1,1,1,113,1195
2021-08-14,6,pharmacy,1,0,1,1,103,198
2021-08-15,6,supermarket,1,0,0,1,75,50
2021-08-16,6,convenience,0,0,0,1,0,0
2021-08-17,6,pharmacy,0,0,0,1,0,0
2021-08-18,6,supermarket,1,0,0,1,86,0
2021-08-19,6,pharmacy,1,1,0,1,75,931
2021-08-20,6,pharmacy,1,0,1,1,69,39
2021-08-21,6,pharmacy,1,0,1,1,81,61
2021-08-22,6,supermarket,0,0,0,1,0,0
2021-08-23,6,convenience,1,1,0,1,88,865
2021-08-24,6,convenience,1,0,0,1,91,0
2021-08-25,6,convenience,1,0,0,1,86,0
2021-08-26,6,pharmacy,1,0,1,1,88,51
2021-08-27,6,supermarket,0,0,0,1,0,0
2021-08-28,6,pharmacy,1,0,0,1,87,17
2021-08-29,6,convenience,0,0,0,1,0,0
2021-08-30,6,convenience,1,1,0,1,89,908
2021-08-31,6,supermarket,1,1,0,1,89,1157
2021-09-01,6,pharmacy,0,0,1,0,0,0
2021-09-02,6,convenience,1,0,0,0,96,28
2021-09-03,6,supermarket,1,0,0,0,104,59
2021-09-04,6,pharmacy,1,1,0,0,123,1352
2021-09-05,6,pharmacy,1,0,0,0,93,0
2021-09-06,6,convenience,1,1,0,0,72,599
2021-09-07,6,convenience,1,0,0,0,87,0
2021-09-08,6,pharmacy,0,1,0,0,0,0
2021-09-09,6,pharmacy,1,1,1,0,120,1359
2021-09-10,6,convenience,0,1,0,0,0,0
2021-09-11,6,pharmacy,1,0,0,0,112,0
2021-09-12,6,convenience,1,0,1,0,88,23
2021-09-13,6,pharmacy,0,0,1,0,0,0
2021-09-14,6,convenience,1,0,0,0,101,0
2021-09-15,6,supermarket,1,0,0,0,115,0
2021-09-16,6,convenience,1,0,0,0,95,244
2021-09-17,6,convenience,1,0,0,0,106,45
2021-09-18,6,supermarket,1,0,0,0,105,18
2021-09-19,6,pharmacy,1,0,0,0,101,0
2021-09-20,6,supermarket,1,0,0,0,94,0
2021-09-21,6,convenience,1,0,0,0,95,135
2021-09-22,6,pharmacy,1,0,0,0,90,0
2021-09-23,6,supermarket,1,1,0,0,107,1291
2021-09-24,6,pharmacy,1,0,0,0,84,59
2021-09-25,6,pharmacy,1,0,0,0,101,0
2021-09-26,6,supermarket,1,0,0,0,80,0
2021-09-27,6,pharmacy,1,0,0,0,109,0
2021-09-28,6,supermarket,1,0,1,0,112,0
2021-09-29,6,convenience,1,1,0,0,114,1084
2021-09-30,6,pharmacy,1,0,0,0,78,0
2021-10-01,6,convenience,1,0,0,0,112,66
2021-10-02,6,convenience,1,0,0,0,92,0
2021-10-03,6,pharmacy,1,0,0,0,98,81
2021-10-04,6,supermarket,0,1,0,0,0,0
2021-10-05,6,pharmacy,0,0,0,0,0,0
2021-10-06,6,convenience,1,1,0,0,75,787
2021-10-07,6,convenience,1,0,0,0,93,0
2021-10-08,6,supermarket,1,1,0,0,87,1151
2021-10-09,6,pharmacy,1,0,0,0,97,0
2021-10-10,6,convenience,1,0,1,0,111,0
2021-10-11,6,convenience,1,1,0,0,100,1084
2021-10-12,6,convenience,0,0,0,0,0,0
2021-10-13,6,supermarket,0,0,0,0,0,0
2021-10-14,6,convenience,1,0,0,0,119,43
2021-10-15,6,convenience,1,0,1,0,93,0
2021-10-16,6,pharmacy,1,0,1,0,90,0
2021-10-17,6,pharmacy,1,0,0,0,85,0
2021-10-18,6,convenience,1,0,0,0,87,16
2021-10-19,6,convenience,1,0,0,0,97,81
2021-10-20,6,pharmacy,1,0,0,0,95,0
2021-10-21,6,supermarket,1,0,1,0,120,51
2021-10-22,6,supermarket,1,1,0,0,112,1511
2021-10-23,6,supermarket,1,0,0,0,93,15
2021-10-24,6,supermarket,1,1,0,0,104,1052
2021-10-25,6,supermarket,1,0,0,0,105,4
2021-10-26,6,supermarket,1,0,0,0,96,0
2021-10-27,6,supermarket,1,0,0,0,95,0
2021-10-28,6,supermarket,1,0,0,0,88,0
2021-10-29,6,pharmacy,1,0,0,0,91,27
2021-10-30,6,supermarket,1,0,0,0,104,0
2021-10-31,6,supermarket,1,0,0,0,109,0
2021-11-01,6,supermarket,1,1,0,0,104,1342
2021-11-02,6,convenience,0,1,0,0,0,0
2021-11-03,6,pharmacy,1,0,0,0,97,0
2021-11-04,6,pharmacy,1,0,0,0,104,0
2021-11-05,6,pharmacy,0,0,0,0,0,0
2021-11-06,6,supermarket,1,0,0,0,92,0
2021-11-07,6,supermarket,1,0,0,0,95,0
2021-11-08,6,convenience,1,0,0,0,111,167
2021-11-09,6,pharmacy,1,1,0,0,91,958
2021-11-10,6,supermarket,1,0,0,0,94,27
2021-11-11,6,pharmacy,1,0,1,0,85,10
2021-11-12,6,convenience,1,1,1,0,90,817
2021-11-13,6,convenience,1,0,1,0,88,48
2021-11-14,6,convenience,1,0,0,0,98,0
2021-11-15,6,pharmacy,1,1,0,0,105,1295
2021-11-16,6,supermarket,1,0,0,0,104,0
2021-11-17,6,supermarket,1,0,1,0,102,0
2021-11-18,6,convenience,1,0,1,0,91,0
2021-11-19,6,supermarket,1,0,0,0,105,89
2021-11-20,6,convenience,1,1,0,0,72,555
2021-11-21,6,pharmacy,1,0,0,0,108,75
2021-11-22,6,convenience,1,0,0,0,98,26
2021-11-23,6,pharmacy,1,0,0,0,95,17
2021-11-24,6,convenience,1,1,1,0,92,939
2021-11-25,6,supermarket,1,0,0,0,118,0
2021-11-26,6,supermarket,1,0,0,0,109,146
2021-11-27,6,convenience,1,1,1,0,128,1113
2021-11-28,6,supermarket,1,1,0,0,96,1195
2021-11-29,6,supermarket,1,0,0,0,113,0
2021-11-30,6,supermarket,1,0,0,0,98,61
2021-12-01,6,pharmacy,1,0,0,0,111,0
2021-12-02,6,supermarket,1,0,0,0,101,10
2021-12-03,6,pharmacy,0,0,0,0,0,0
2021-12-04,6,convenience,1,0,0,0,85,43
2021-12-05,6,supermarket,1,0,0,0,83,40
2021-12-06,6,supermarket,1,0,0,0,116,0
2021-12-07,6,supermarket,1,1,0,0,89,1198
2021-12-08,6,convenience,1,0,0,0,94,0
2021-12-09,6,pharmacy,1,0,0,0,112,73
2021-12-10,6,pharmacy,1,1,0,0,90,863
2021-12-11,6,supermarket,1,0,0,0,89,0
2021-12-12,6,convenience,1,0,0,0,101,107
2021-12-13,6,convenience,1,0,0,0,101,163
2021-12-14,6,convenience,1,0,0,0,90,42
2021-12-15,6,convenience,0,0,0,0,0,0
2021-12-16,6,convenience,1,0,1,0,93,0
2021-12-17,6,pharmacy,1,0,1,0,110,79
2021-12-18,6,pharmacy,1,0,0,0,102,30
2021-12-19,6,pharmacy,1,0,0,0,90,0
2021-12-20,6,supermarket,1,0,0,0,116,0
2021-12-21,6,convenience,1,0,0,0,102,35
2021-12-22,6,supermarket,1,0,0,0,92,0
2021-12-23,6,convenience,1,1,0,0,96,760
2021-12-24,6,pharmacy,1,0,0,0,100,0
2021-12-25,6,supermarket,1,0,1,0,90,34
2021-12-26,6,pharmacy,1,0,0,0,97,143
2021-12-27,6,convenience,1,0,0,0,116,0
2021-12-28,6,convenience,1,1,0,0,89,844
2021-12-29,6,convenience,1,1,0,0,106,851
2021-12-30,6,pharmacy,0,0,1,0,0,0
2021-12-31,6,convenience,1,1,0,0,80,738
2022-01-01,6,pharmacy,1,0,0,0,111,0
2022-01-02,6,supermarket,1,1,0,0,103,1099
2022-01-03,6,convenience,1,0,0,0,107,51
